customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Actual_Churn,Predicted_Churn,Churn_Probability,Actual_Churn_Label,Predicted_Churn_Label,Risk_Segment,Prediction_Result,Error_Type,Tenure_Group,Charge_Bucket,Annual_Revenue,Customer_Lifetime_Value
0214-JHPFW,Female,0,Yes,No,70,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.8,4039.3,No,0,0,0.10964824,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$30-60,693.5999999999999,4046.0
5642-MHDQT,Female,0,Yes,Yes,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,No,0,0,0.4853168,Retained,Retained,Medium Risk,Correct,True Negative,4-6 Years,$0-30,238.20000000000002,1052.0500000000002
3088-FVYWK,Male,0,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),25.55,1336.1,No,0,0,0.10049099,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$0-30,306.6,1354.15
3276-HDUEG,Female,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,75.05,75.05,Yes,0,0,0.08203726,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,900.5999999999999,75.05
9092-GDZKO,Male,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),24.85,493.4,No,0,0,0.08618123,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$0-30,298.20000000000005,546.7
0823-HSCDJ,Male,1,No,No,52,No,No phone service,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,49.15,2550.9,Yes,1,1,0.62253636,Churned,Churned,High Risk,Correct,True Positive,4-6 Years,$30-60,589.8,2555.7999999999997
3729-OWRVL,Male,1,No,No,65,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,110.35,7246.15,No,0,0,0.02952102,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$90+,1324.1999999999998,7172.75
2324-AALNO,Female,0,No,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),24.55,1203.95,No,0,0,0.037486643,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$0-30,294.6,1178.4
0822-GAVAP,Female,0,No,No,2,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,34.7,62.25,Yes,1,0,0.27251318,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$30-60,416.40000000000003,69.4
5760-IFJOZ,Male,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,107.95,313.6,No,1,1,0.5433758,Churned,Churned,Medium Risk,Correct,True Positive,0-1 Year,$90+,1295.4,323.85
2826-UWHIS,Male,0,Yes,No,45,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Bank transfer (automatic),81.4,3775.85,No,1,0,0.10368765,Churned,Retained,Low Risk,Incorrect,False Negative,2-4 Years,$60-90,976.8000000000001,3663.0000000000005
1448-PWKYE,Male,0,Yes,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,80.0,80.0,Yes,0,0,0.009886369,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,960.0,80.0
7501-IWUNG,Female,0,Yes,Yes,61,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05,No,0,0,0.064743645,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,885.5999999999999,4501.8
4957-TREIR,Male,0,No,No,3,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),64.4,195.65,No,0,0,0.0585969,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,772.8000000000001,193.20000000000002
7251-LJBQN,Female,1,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),103.75,4188.4,No,0,0,0.28815427,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1245.0,4150.0
8040-MNRTF,Female,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,71.1,71.1,No,0,1,0.54418397,Retained,Churned,Medium Risk,Incorrect,False Positive,0-1 Year,$60-90,853.1999999999999,71.1
1536-HBSWP,Female,0,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.9,49.9,No,1,1,0.6695683,Churned,Churned,High Risk,Correct,True Positive,0-1 Year,$30-60,598.8,49.9
5313-FPXWG,Male,0,No,No,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),24.6,1266.4,No,0,0,0.35805124,Retained,Retained,Medium Risk,Correct,True Negative,4-6 Years,$0-30,295.20000000000005,1254.6000000000001
0067-DKWBL,Male,1,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,49.25,91.1,Yes,1,0,0.0034818603,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$30-60,591.0,98.5
0946-FKYTX,Male,0,No,No,52,No,No phone service,DSL,No,Yes,No,No,No,No,One year,No,Mailed check,30.1,1623.4,No,0,1,0.5741863,Retained,Churned,Medium Risk,Incorrect,False Positive,4-6 Years,$30-60,361.20000000000005,1565.2
5076-YVXCM,Male,0,No,No,51,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),83.4,4149.45,No,0,0,0.29731998,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,1000.8000000000001,4253.400000000001
8262-COGGB,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.45,20.45,No,0,0,0.033730462,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$0-30,245.39999999999998,20.45
6663-JOCQO,Male,0,Yes,Yes,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),75.25,2344.5,No,0,0,0.032462995,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,903.0,2332.75
9620-QJREV,Male,0,No,Yes,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.55,1013.05,No,0,0,0.06536487,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$0-30,246.60000000000002,965.85
2276-YDAVZ,Female,0,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.1,270.7,Yes,1,1,0.78874075,Churned,Churned,High Risk,Correct,True Positive,0-1 Year,$60-90,901.1999999999999,225.29999999999998
2682-KEVRP,Female,1,No,No,22,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.05,417.0,No,0,0,0.0073710326,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$0-30,240.60000000000002,441.1
2480-JZOSN,Female,0,Yes,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.65,20.65,No,1,0,0.12958162,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$0-30,247.79999999999998,20.65
0078-XZMHT,Male,0,Yes,No,72,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),85.15,6316.2,No,0,0,0.03529025,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,1021.8000000000001,6130.8
5896-NPFWW,Male,0,Yes,Yes,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,50.15,168.15,Yes,0,0,0.10416123,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$30-60,601.8,150.45
9978-HYCIN,Male,1,Yes,Yes,47,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),84.95,4018.05,No,0,0,0.017331643,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,1019.4000000000001,3992.65
8338-QIUNR,Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),66.5,4811.6,No,0,0,0.23168053,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,798.0,4788.0
1525-LNLOJ,Male,0,Yes,Yes,66,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),63.3,4189.7,No,0,0,0.4666566,Retained,Retained,Medium Risk,Correct,True Negative,4-6 Years,$60-90,759.5999999999999,4177.8
9450-TRJUU,Male,0,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.15,2848.45,No,0,0,0.16225985,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,997.8000000000001,2910.25
1766-GKNMI,Male,0,No,No,29,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,84.9,2516.2,No,0,0,0.029834721,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,1018.8000000000001,2462.1000000000004
6942-LBFDP,Female,0,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,33.6,No,0,0,0.016468044,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$0-30,246.60000000000002,41.1
1456-TWCGB,Male,0,No,No,4,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,49.25,208.45,No,0,0,0.19817394,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$30-60,591.0,197.0
7133-VBDCG,Female,0,No,No,25,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.85,2015.35,Yes,0,0,0.022732921,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,958.1999999999999,1996.2499999999998
7596-ZYWBB,Female,0,No,No,65,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,59.6,3739.8,No,0,0,0.20528635,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$30-60,715.2,3874.0
8329-UTMVM,Male,1,No,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),104.65,2964.0,No,1,1,0.55917966,Churned,Churned,Medium Risk,Correct,True Positive,2-4 Years,$90+,1255.8000000000002,2825.55
3014-WJKSM,Male,0,Yes,No,29,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),75.3,2263.4,No,0,0,0.0024450761,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,903.5999999999999,2183.7
3347-YJZZE,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),80.1,2211.8,No,0,0,0.01899453,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,961.1999999999999,2322.8999999999996
1029-QFBEN,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,Yes,1,1,0.9032733,Churned,Churned,High Risk,Correct,True Positive,0-1 Year,$0-30,234.60000000000002,19.55
7929-DMBCV,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,81.0,1683.7,No,0,1,0.6179924,Retained,Churned,High Risk,Incorrect,False Positive,1-2 Years,$60-90,972.0,1620.0
9661-JALZV,Female,0,No,No,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.7,1519.0,No,0,1,0.53465813,Retained,Churned,Medium Risk,Incorrect,False Positive,4-6 Years,$0-30,296.4,1432.6
5433-KYGHE,Female,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,86.0,1164.05,No,1,1,0.79930335,Churned,Churned,High Risk,Correct,True Positive,1-2 Years,$60-90,1032.0,1204.0
4312-KFRXN,Male,0,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.4,1710.9,No,1,0,0.45245212,Churned,Retained,Medium Risk,Incorrect,False Negative,4-6 Years,$0-30,304.79999999999995,1828.8
5575-TPIZQ,Male,0,No,No,46,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),89.15,4245.55,No,0,0,0.11435551,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,1069.8000000000002,4100.900000000001
0114-IGABW,Female,0,Yes,No,71,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),58.25,4145.9,No,0,0,0.2216562,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$30-60,699.0,4135.75
9944-AEXBM,Male,0,No,No,32,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.65,2664.3,No,1,0,0.20721772,Churned,Retained,Low Risk,Incorrect,False Negative,2-4 Years,$60-90,1027.8000000000002,2740.8
1853-ARAAQ,Female,0,No,No,26,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),50.35,1277.5,No,0,1,0.50902987,Retained,Churned,Medium Risk,Incorrect,False Positive,2-4 Years,$30-60,604.2,1309.1000000000001
6952-OMNWB,Male,1,Yes,No,68,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),80.35,5589.3,No,0,0,0.05890048,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,964.1999999999999,5463.799999999999
4697-LUPSU,Male,0,Yes,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.2,34.75,No,0,0,0.015736299,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$0-30,242.39999999999998,40.4
8434-VGEQQ,Male,0,Yes,Yes,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.55,1305.95,No,0,0,0.0056807627,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$0-30,246.60000000000002,1253.55
4952-YSOGZ,Female,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,85.95,381.3,Yes,0,0,0.05533491,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,1031.4,343.8
1589-AGTLK,Male,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,45.35,141.5,Yes,0,1,0.511367,Retained,Churned,Medium Risk,Incorrect,False Positive,0-1 Year,$30-60,544.2,136.05
5244-IRFIH,Male,1,Yes,No,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.5,3105.55,Yes,0,0,0.03884327,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1134.0,3118.5
6549-YMFAW,Male,1,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,21.25,204.55,No,0,0,0.48483106,Retained,Retained,Medium Risk,Correct,True Negative,0-1 Year,$0-30,255.0,191.25
4950-HKQTE,Female,0,No,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,26.25,605.9,No,0,1,0.601076,Retained,Churned,High Risk,Incorrect,False Positive,1-2 Years,$0-30,315.0,577.5
6786-OBWQR,Female,0,Yes,Yes,5,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.85,356.1,No,0,0,0.021814805,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,970.1999999999999,404.25
2684-EIWEO,Female,1,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Credit card (automatic),91.7,2758.15,Yes,1,1,0.763079,Churned,Churned,High Risk,Correct,True Positive,2-4 Years,$90+,1100.4,2751.0
2753-JMMCV,Male,0,No,No,65,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),74.2,4805.65,No,1,0,0.3625307,Churned,Retained,Medium Risk,Incorrect,False Negative,4-6 Years,$60-90,890.4000000000001,4823.0
6439-GTPCA,Female,0,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,87.25,3941.7,Yes,0,0,0.24780366,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,1047.0,3926.25
6621-YOBKI,Male,0,No,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.35,92.75,No,1,0,0.2796175,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$0-30,244.20000000000002,101.75
1216-JWVUX,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,75.5,1901.05,No,0,0,0.01579074,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,906.0,1887.5
7564-GHCVB,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer (automatic),79.05,5730.7,No,0,1,0.89361036,Retained,Churned,High Risk,Incorrect,False Positive,4-6 Years,$60-90,948.5999999999999,5691.599999999999
1173-NOEYG,Female,0,Yes,No,27,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),90.15,2423.4,No,0,0,0.4361962,Retained,Retained,Medium Risk,Correct,True Negative,2-4 Years,$90+,1081.8000000000002,2434.05
7595-EHCDL,Male,0,Yes,Yes,32,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),50.6,1653.45,No,1,1,0.61596954,Churned,Churned,High Risk,Correct,True Positive,2-4 Years,$30-60,607.2,1619.2
6647-ZEDXT,Female,0,No,No,30,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),110.45,3327.05,No,0,0,0.08079025,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$90+,1325.4,3313.5
2521-NPUZR,Male,0,Yes,No,70,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),101.0,7085.5,No,0,0,0.21606125,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$90+,1212.0,7070.0
1307-TVUFB,Male,1,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),79.35,3344.1,No,0,0,0.023515873,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$60-90,952.1999999999999,3332.7
7503-MIOGA,Female,1,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),89.85,6697.35,No,0,0,0.017495634,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,1078.1999999999998,6469.2
4381-MHQDC,Female,0,No,No,47,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,Yes,Mailed check,65.0,2879.9,No,1,1,0.85783356,Churned,Churned,High Risk,Correct,True Positive,2-4 Years,$60-90,780.0,3055.0
6923-JHPMP,Female,0,No,No,2,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,80.45,137.1,No,0,0,0.28075787,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,965.4000000000001,160.9
5138-WVKYJ,Male,0,No,No,10,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,98.55,1008.55,Yes,0,0,0.23633529,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$90+,1182.6,985.5
4018-PPNDW,Female,0,Yes,Yes,61,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.1,1551.6,No,1,1,0.61595243,Churned,Churned,High Risk,Correct,True Positive,4-6 Years,$0-30,289.20000000000005,1470.1000000000001
1635-FJFCC,Female,0,No,No,5,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),44.05,202.15,No,1,0,0.16415042,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$30-60,528.5999999999999,220.25
2499-AJYUA,Female,1,Yes,No,72,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),110.8,7882.25,No,1,0,0.16164416,Churned,Retained,Low Risk,Incorrect,False Negative,4-6 Years,$90+,1329.6,7977.599999999999
6919-ELBGL,Male,1,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.95,8196.4,No,0,1,0.8278524,Retained,Churned,High Risk,Incorrect,False Positive,4-6 Years,$90+,1379.4,8276.4
3966-HRMZA,Female,1,No,No,3,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,75.05,202.9,No,0,0,0.0030628971,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,900.5999999999999,225.14999999999998
6425-JWTDV,Male,0,Yes,No,48,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.25,855.1,No,0,0,0.016751707,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$0-30,231.0,924.0
8405-IGQFX,Female,0,No,No,63,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),90.05,5817.0,No,1,1,0.80472183,Churned,Churned,High Risk,Correct,True Positive,4-6 Years,$90+,1080.6,5673.15
8224-IVVPA,Female,0,No,No,27,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,56.7,1652.95,No,0,0,0.03004144,Retained,Retained,Low Risk,Correct,True Negative,2-4 Years,$30-60,680.4000000000001,1530.9
9477-LGWQI,Male,0,Yes,Yes,70,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),80.15,5600.15,No,0,0,0.0072627435,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$60-90,961.8000000000001,5610.5
1410-RSCMR,Male,0,Yes,Yes,7,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),71.35,515.75,No,0,0,0.053996537,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$60-90,856.1999999999999,499.44999999999993
3115-CZMZD,Male,0,No,Yes,0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.25,0.0,No,0,0,0.26379862,Retained,Retained,Low Risk,Correct,True Negative,,$0-30,243.0,0.0
0139-IVFJG,Female,0,Yes,No,2,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,90.35,190.5,No,0,0,0.03267349,Retained,Retained,Low Risk,Correct,True Negative,0-1 Year,$90+,1084.1999999999998,180.7
6683-VLCTZ,Male,1,No,No,20,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.55,1842.8,Yes,0,0,0.031816732,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$90+,1182.6,1971.0
5730-DBDSI,Male,0,No,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.7,1253.8,No,0,0,0.273046,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$0-30,236.39999999999998,1300.2
0030-FNXPP,Female,0,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,57.2,No,1,0,0.07471888,Churned,Retained,Low Risk,Incorrect,False Negative,0-1 Year,$0-30,238.20000000000002,59.550000000000004
2189-WWOEW,Female,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.9,1269.55,Yes,1,0,0.36578,Churned,Retained,Medium Risk,Incorrect,False Negative,1-2 Years,$60-90,1030.8000000000002,1288.5
5684-FJVYR,Female,0,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),90.35,6563.4,No,0,0,0.04716721,Retained,Retained,Low Risk,Correct,True Negative,4-6 Years,$90+,1084.1999999999998,6505.2
4013-GUXND,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.8,20.8,No,0,0,0.46745,Retained,Retained,Medium Risk,Correct,True Negative,0-1 Year,$0-30,249.60000000000002,20.8
1894-IGFSG,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,89.25,1907.85,Yes,0,0,0.016809974,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$60-90,1071.0,1963.5
7379-POKDZ,Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.3,208.85,Yes,1,1,0.8311414,Churned,Churned,High Risk,Correct,True Positive,0-1 Year,$60-90,843.5999999999999,210.89999999999998
1266-NZYUI,Female,0,Yes,Yes,72,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),66.85,4758.8,No,0,0,0.4875508,Retained,Retained,Medium Risk,Correct,True Negative,4-6 Years,$60-90,802.1999999999999,4813.2
7969-FFOWG,Male,0,Yes,Yes,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.9,1292.6,No,0,1,0.54827416,Retained,Churned,Medium Risk,Incorrect,False Positive,4-6 Years,$0-30,238.79999999999998,1293.5
4718-DHSMV,Female,0,No,No,11,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,35.8,363.15,No,0,0,0.41966534,Retained,Retained,Medium Risk,Correct,True Negative,0-1 Year,$30-60,429.59999999999997,393.79999999999995
5175-WLYXL,Male,0,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,78.85,1600.25,No,0,0,0.32930496,Retained,Retained,Medium Risk,Correct,True Negative,1-2 Years,$60-90,946.1999999999999,1734.6999999999998
7817-OMJNA,Male,0,No,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.4,275.7,No,0,0,0.026204282,Retained,Retained,Low Risk,Correct,True Negative,1-2 Years,$0-30,244.79999999999998,285.59999999999997
